restaurant_id,lundi,mardi,mercredi,jeudi,vendredi,samedi,dimanche
SJslQXs9j3K6wDixajyp-g,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-2:0,11:0-2:0,11:0-0:0
HGRPUfppQmMXsfHYdD-AGg,0:0-0:0,11:30-20:0,11:30-21:0,11:30-21:0,11:30-21:0,11:30-20:0,12:0-19:0
r6jbUGiyoN05mZ13apQGgw,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-23:0,10:0-23:0,10:0-22:0
MDjIylNU6CYq9hR3Qe6hVA,10:0-20:0,10:0-20:0,10:0-20:0,10:0-21:0,10:0-21:0,10:0-20:0,11:30-18:0
MyJBf8vhDN1-7uWy8vrULw,7:0-0:0,7:0-0:0,7:0-0:0,7:0-0:0,7:0-3:0,9:0-3:0,9:0-23:0
qmIHO-6T_KEfPC9jyGDamQ,17:0-23:0,17:0-23:0,17:0-23:0,17:0-23:0,17:0-23:0,17:0-23:0,17:0-23:0
eTSDLmdRkhynYxSQlDqS9g,7:30-21:0,7:30-21:0,7:30-21:0,7:30-21:0,7:30-21:0,8:0-21:0,9:0-21:0
XBIgiDL_sXYOroaX4ULaUw,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
3uC7Lbc3RgUDTWQlBu4PqQ,6:0-21:0,6:0-21:0,6:0-21:0,6:0-21:0,6:0-21:0,6:0-21:0,6:0-21:0
SZD6OTT1cc-ZznfAoyKudw,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,10:0-23:0,10:0-22:0
X1r8ugVdi4r6siqkNmIkkg,0:0-0:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,13:0-22:0
bjvjXLLAUIIvUrMb6aU3EQ,7:0-19:0,7:0-19:0,7:0-19:0,7:0-19:0,7:0-19:0,10:0-15:0,10:0-15:0
yFQCdWr_k1pTObzHPGis9Q,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0
cr__ihwxDQ7hyq2ZfX172Q,12:0-21:30,12:0-21:30,12:0-21:30,12:0-21:30,12:0-21:30,12:0-21:30,12:0-21:30
TW58a4UkMcksdfQ7znUqsA,11:30-0:0,11:30-0:0,11:30-0:0,11:30-0:0,11:30-0:0,11:30-0:0,11:30-0:0
G6vCAStneBwBlQDE02dHdQ,7:0-20:0,7:0-20:0,7:0-20:0,7:0-17:0,9:0-16:0,12:0-20:0,7:0-20:0
27vF5LESbv4kFQfHZUDCnw,0:0-0:0,8:0-19:0,8:0-19:0,8:0-19:0,8:0-19:0,8:0-14:0,9:0-17:0
qbQ1qZx6eTy7pOOXMBfQNQ,7:0-16:0,7:0-16:0,7:0-16:0,7:0-16:0,7:0-16:0,7:0-16:0,7:0-16:0
vlh_e6Ftu2MyS0K-e-wdYA,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0,11:30-23:0,11:30-23:0,11:30-22:0
ruwtUF73lYV-Yjul5AS26A,9:0-23:0,9:0-23:0,9:0-23:0,9:0-23:0,9:0-23:0,9:0-23:0,9:0-23:0
K1qs4e30yoln6scnm-tmyg,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-17:0
YPLJPAHy_byhlrwceIbN9Q,5:0-2:0,5:0-2:0,5:0-2:0,5:0-2:0,5:0-2:0,5:0-2:0,5:0-2:0
dMGT_S059U8hzMWxdf90SQ,0:0-0:0,9:0-17:0,10:0-16:0,9:0-21:0,10:0-16:0,10:0-17:0,10:0-17:0
rT8DwZu7pvuWKRM1nwVuug,11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:30,11:0-22:0,11:0-22:0,12:30-21:30
Rx_YmoVKPWvzGuFuvd-57w,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-1:0,11:0-1:0,11:0-0:0
d3FAxA8Su34pGHjaIcl5lw,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
8YjfILsV0xu84t0aTiceig,11:0-20:30,11:0-20:30,11:0-20:30,11:0-20:30,11:0-21:0,11:0-21:0,11:0-20:30
7RidnmyYyH0cfcX2x7buag,6:0-19:0,6:0-19:0,6:0-19:0,6:0-19:0,6:0-19:0,6:0-19:0,6:0-19:0
wOw-YvucvqNHDhwltGsNpQ,9:0-15:0,9:0-15:0,9:0-21:0,9:0-15:0,9:0-22:0,9:0-17:0,9:0-22:0
Q7bAF6MrZ8wWfLsxaPl2Yw,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-23:0,10:0-23:0,11:0-22:0
eAC2IhOVB42IZQZIG2McKg,7:0-18:0,7:0-18:0,7:0-18:0,7:0-18:0,7:0-18:0,7:0-18:0,8:0-18:0
1_qcKXfm8H8zecygxHjeWw,10:30-23:0,10:30-23:0,10:30-23:0,10:30-23:0,10:30-0:0,10:30-0:0,10:30-23:0
PlsMu3_E4NdxJMjcuOHFqw,12:0-21:0,12:0-21:0,12:0-21:0,12:0-21:0,12:0-22:0,11:0-22:0,13:30-21:0
75gAUZTD5RoOLvRb5axJSw,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0
f9cIbhLyBz_qTEfMLfwrrQ,11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:30,11:0-22:0,11:0-22:0,11:0-21:30
EcsUxHW1keLUl5w-3ZEbAw,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0
5DC9qePg09CHwAFVmqNjjg,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-4:0,11:0-4:0,11:0-4:0
xP2zIIqXxW8QNiJqJyE92A,0:0-0:0,11:0-21:30,11:0-21:30,11:0-21:30,11:0-22:0,11:0-22:0,11:0-21:30
w5-llUi5t59YZRI_dOSi0w,11:30-1:0,11:30-1:0,11:30-1:0,11:30-1:0,11:30-1:0,17:0-1:0,17:0-1:0
wqqpciqva5yN-c72SmvaOw,7:0-18:0,7:0-18:0,7:0-18:0,7:0-18:0,7:0-18:0,7:0-18:0,7:0-18:0
Eo4s6CmPpEcXCkfg9Zk_EA,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-1:0,11:0-1:0,12:0-23:0
rVcavfM5BC4tvv9iHBo_CQ,18:0-0:0,18:0-0:0,18:0-0:0,18:0-0:0,18:0-2:0,18:0-2:0,18:0-0:0
EkuSy_kM8dpGrlb2pTxCBw,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
PrFfdw7WuGAnrkyAIzX65g,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
b0M6rZu3hgCSYs_v6SvP6w,12:0-23:30,12:0-23:30,12:0-23:30,12:0-23:30,12:0-23:30,12:0-23:30,12:0-23:30
UMc0iSJMk5g2Py9AFBJdKQ,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0,11:0-21:30
2mZGnGIMUNRQY3d0hjdAxg,11:0-0:0,11:0-0:0,11:0-0:0,11:0-3:0,11:0-3:0,11:0-3:0,11:0-23:0
pmpJS5skJj14y5brPPI2ew,10:0-19:0,10:0-19:0,10:0-19:0,10:0-19:0,10:0-19:0,10:0-19:0,10:0-19:0
ClWJgVFGN-tAH-M3z3ax9g,8:0-21:30,8:0-21:30,8:0-21:30,8:0-21:30,8:0-21:30,8:0-21:30,8:0-21:30
niqIaJy9UXu-DS7BIUvUoA,0:0-0:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0
_Wcp-JfSzhjplX0J1Q_5OA,6:0-22:0,6:0-22:0,6:0-22:0,6:0-22:0,6:0-22:0,6:0-22:0,6:0-22:0
gTlDDzDEHyDQ6iwjNhpI6A,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0
BSDKbSLFO3CP-uhfcuUCkA,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-1:0,11:0-1:0,11:0-0:0
909BaH47M7FfjbFniClm6Q,10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:0,10:30-23:0,10:30-23:0,10:30-22:0
5tTKSogU3fWO7TlnYrffbA,10:0-23:0,10:0-23:0,10:0-23:0,10:0-23:0,10:0-23:0,10:0-23:0,10:0-22:0
mrjhrTycW0iLumjMZCfrzw,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0
xjt6w2cNvE44Go-l-rK_6Q,6:0-10:0,6:0-10:0,6:0-10:0,6:0-10:0,6:0-11:0,6:0-11:0,7:0-10:0
r5Ps1Ir6xzJRMLmCWiBXdg,6:0-23:0,6:0-23:0,6:0-23:0,6:0-23:0,6:0-0:0,6:0-0:0,6:0-23:0
ZLcTzccbEoNkp5_EGKMUnQ,9:0-18:0,9:0-18:0,9:0-18:0,9:0-18:0,9:0-18:0,9:0-18:0,9:0-18:15
VC_67dpNS6bDk7qE47Atsg,16:0-1:0,16:0-1:0,16:0-1:0,16:0-1:0,16:0-2:0,16:0-2:0,16:0-1:0
k2b3niokS_tosjah_rzCPw,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0
Nv1PVoMJjKSutxCnGRYbnA,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
G12kABl0tfK4ylgj8XF06w,7:30-23:0,7:30-23:0,7:30-23:0,7:30-2:0,7:30-2:0,8:30-2:0,8:30-19:0
-IP0Y1XLcnxb6yfMxPcLfQ,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
fQwB9Z98YEhkJit7c3z51A,16:0-22:0,16:0-22:0,16:0-22:0,16:0-23:0,16:0-23:0,17:0-23:0,17:0-22:0
_VHOD-pcrAZFKNinI7GCUQ,10:30-21:30,10:30-21:30,10:30-21:30,10:30-21:30,10:30-22:0,10:30-22:0,10:30-21:30
4MMPpETGn-3LG5xMpcPO7w,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0
olmCDBoMF-EhN8U2livBSg,8:0-20:0,8:0-20:0,9:0-18:0,8:0-20:0,8:0-20:0,8:0-20:0,9:0-18:0
wZ3MABp8WcSHfZrlEQa5dw,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:30,10:0-21:30,10:30-21:0
nFesIguvEF_h5h7lNSn__w,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
sm-VYzJ-BYaHx2DUeLkLaA,6:0-19:0,6:0-19:0,6:0-19:0,6:0-21:0,6:0-21:0,6:0-19:0,8:0-19:0
Q_Iia5C2quTUVfE5_8jObw,15:30-1:30,15:30-1:30,15:30-1:30,15:30-1:30,15:30-1:30,15:30-1:30,15:30-1:30
UXFLCGw1yOCajlMONYQM1w,16:0-21:0,16:0-21:0,16:0-21:0,16:0-21:0,16:0-21:0,16:0-21:0,16:0-21:0
zKZc8GwCaKbACaV0HZAmpg,0:0-0:0,12:0-15:30,11:30-21:0,11:30-21:0,12:0-19:0,12:0-0:0,12:0-20:0
U-GOTlu6eiqjQTGkpmskeQ,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-0:0,11:0-0:0,11:0-23:0
Ta8nRU_oUzK60HlMWtayEA,12:0-21:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,17:0-22:0
-hq09PjRpGcx4XXhrqh5xw,17:0-21:30,17:0-21:30,17:0-21:30,17:0-21:30,17:0-22:0,12:0-22:0,12:0-21:30
59c3Cp-p5i18xFCKUuCkFQ,11:30-23:0,11:30-23:0,11:30-23:0,11:30-23:0,11:30-23:30,10:0-0:0,10:0-23:0
fg69aogbeD-GKjmr_4cN4w,10:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0,10:0-17:0,10:0-17:0
zrYpLdnGKA_EmOhgRCy_vg,0:0-0:0,17:0-21:0,17:0-21:0,17:0-21:0,17:0-22:0,17:0-22:0,17:0-21:0
OzcvQqt_copeLRCT2OHrfA,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
Hh1I-rRuM1MwpyT0IuvXMw,11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:30
RUd_M7DPJq1I3DPq0oF--w,0:0-0:0,12:30-21:30,12:30-21:30,12:30-21:30,12:30-22:30,12:30-22:30,12:30-21:30
1DjtSWDLN16UTffEEu9V8A,10:0-23:0,10:0-23:0,10:0-23:0,10:0-23:0,10:0-4:0,10:0-4:0,10:0-23:0
3VHJGvjHeEki7Hiyt-Hv5g,12:0-21:0,12:0-21:0,12:0-21:0,12:0-21:0,12:0-22:0,12:0-22:0,12:0-22:0
UMqfeCItzQ2glr4d9apGlA,6:0-23:0,6:0-23:0,6:0-23:0,6:0-23:0,6:0-23:0,6:0-23:0,6:0-23:0
1FH0-rrgqziDLAw0pZD3QQ,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
4NlY7ECgX8Colkl0mBaaeQ,10:0-21:0,10:0-21:0,10:0-21:0,10:0-22:0,10:0-22:0,11:0-22:0,11:0-21:0
6tFbsJuIarw6vawDOZ9GkA,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-1:0,11:0-1:0,12:0-23:0
sO2kZPPIlmp-c-APO7xCnw,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-0:0,11:0-0:0,11:0-22:0
KYPgJdH0KwBIxCcoz_K08Q,0:0-0:0,8:0-16:0,8:0-16:0,8:0-16:0,8:0-16:0,9:0-14:0,9:0-16:0
Bonny62rswQQ6-sC1DpOrA,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-2:0,10:0-2:0,10:0-0:0
8ovqtunN8zGdCbYi-MCTAQ,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
n8Zqqhff-2cxzWt_nwhU2Q,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,10:0-23:0,10:0-15:0
QnZ7YUoAJNP99oFkS9IpXw,10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:0,10:30-23:0,10:30-23:0,11:30-22:0
OBhTLCsSIMgTgGw2lH76AA,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:30-20:0
2s1JuKtL1jPzM9Tmg13CLA,6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0
Rp7ABbhY8kUpgwrzJADnqw,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
dJnF_GUWdoX3tUucpKbYMg,8:0-23:0,8:0-23:0,8:0-23:0,8:0-23:0,8:0-23:0,8:0-23:0,8:0-23:0
84DjKzaR26vphu9fNI9nKg,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
6XszstcESgKljj1U11PVDQ,7:0-20:0,7:0-20:0,7:0-20:0,7:0-20:0,7:0-20:0,9:0-20:0,9:0-19:0
v4fuuR7iuyNzPXu_O3jSmA,14:30-18:0,9:0-18:0,9:0-18:0,9:0-18:0,9:0-18:0,9:0-18:0,9:0-18:0
e178giuAicIhb16ymOtiBg,17:30-22:0,17:30-22:0,17:30-22:0,17:30-22:0,17:30-23:0,17:30-23:0,17:30-22:0
4bkscJWTq7mtILrM2lF8yg,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,12:0-23:0,12:0-21:0
tFC0oaQO0wpwMIaJyUSsAQ,8:0-23:0,8:0-23:0,8:0-23:0,8:0-23:0,8:0-0:0,8:0-0:0,8:0-23:0
ii8sAGBexBOJoYRFafF9XQ,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
o1zP8fUmWa_uU-JupFlA_Q,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,9:30-21:0,11:0-19:0
ohEGwJtSqrVd2SD-FKKrUQ,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-23:0,17:0-23:0,17:0-22:0
l4qomOr-2ZDOjWXSZXpzZg,11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:30,12:0-20:30
UwZUPI7VAQAZZ0Gv0LV8nw,11:0-14:0,11:0-14:0,11:0-14:0,11:0-14:0,11:0-14:0,11:0-14:0,11:0-14:0
VPO8pBUwYz1u6GoG0d2U-Q,10:0-23:0,10:0-23:0,10:0-23:0,10:0-23:0,10:0-23:0,10:0-23:0,10:0-23:0
60uVlCUiLJvq3xNo_3bhQQ,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,12:0-21:0
FfHpj1QcW510pA3CS354xw,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
YPK024huhY2np5hJ_5qWCw,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
e41TP5cXZqSrz50xCBJqZw,9:0-2:0,10:0-2:0,10:0-2:0,10:0-2:0,10:0-2:0,9:0-2:0,9:0-2:0
-AD5PiuJHgdUcAK-Vxao2A,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0
dThrFTK_bqo1woPvUgY70g,11:0-21:0,11:0-21:0,11:0-21:0,11:0-22:0,11:0-22:0,10:0-22:0,10:0-21:0
HNAH23RNUTTivzhebQTozw,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0
swM_9CXxkvxEk3fDkjA6PQ,10:0-21:30,10:0-21:30,10:0-21:30,10:0-21:30,10:0-21:30,9:30-21:30,10:0-20:0
-Bf8BQ3yMk8U2f45r2DRKw,10:30-1:0,10:30-1:0,10:30-1:0,10:30-1:0,10:30-1:30,10:30-1:30,10:30-1:0
eFU7lA-WXAMAEGo0yDrMLQ,11:0-2:0,11:0-2:0,11:0-2:0,11:0-3:0,11:0-3:0,11:0-3:0,11:0-2:0
ebTvBxSStI9Vf5Tpux_X3Q,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
Nqjig71Pc0hUz5LafqmETw,15:0-0:0,15:0-0:0,15:0-0:0,15:0-0:0,15:0-0:0,15:0-0:0,15:0-0:0
MAuSh7NKoT__CQ4BumoayA,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0
3sOS8wKatd_Uoa9VEJHhrw,10:30-16:0,10:30-20:0,10:30-20:0,10:30-20:0,10:30-20:0,7:0-20:0,7:0-16:0
zbrFk-4ejesAJD8EwcdHxg,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-23:0,11:0-22:0
Bh3fRjirjRYDl2tufa42UA,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0
yKFx0bW9_buGt9NASTpUaw,11:0-0:0,11:0-0:0,11:0-0:0,11:0-3:0,11:0-4:0,11:0-4:0,11:0-0:0
LdSQaxwngeZ0zu6zY44aEA,17:0-5:0,17:0-5:0,17:0-5:0,17:0-5:0,17:0-5:0,17:0-5:0,17:0-5:0
lzrFRbdvpnLJze9VqJigLw,0:0-0:0,11:30-21:0,11:30-21:0,11:30-22:0,9:0-22:0,9:0-22:0,13:0-21:0
DL7V1_chkWkZtyG4_xNYfw,10:0-21:30,10:0-21:30,10:0-21:30,10:0-21:30,10:0-21:0,11:30-21:30,11:30-21:30
hmXrKXhcD2n2s6fmb2wRFg,12:0-17:0,12:0-17:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0
ecn5dq7bFA6wCeeNnXxSzw,10:30-21:0,10:30-21:0,10:30-21:0,10:30-21:0,10:30-22:0,10:30-22:0,10:30-21:0
2Y-28XrkMeeA4FFvv_73tw,17:0-21:0,17:0-21:0,12:0-21:0,12:0-21:0,12:0-21:0,12:0-21:0,14:0-20:0
BSZlx3BkFCeFptrNWdEGJQ,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0,12:0-22:0,12:0-22:0,12:0-22:0
Qc0l8rZ3nvrcERitgxu8XA,7:0-15:0,7:0-15:0,7:0-15:0,7:0-15:0,7:0-15:0,7:0-15:0,7:0-15:0
QTVvuhrbBDJfqaTyFOUMkw,11:30-21:0,11:30-21:0,11:30-21:0,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0
a1r6nEAb6Va3x5IgIz5kGQ,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-4:0,11:0-4:0,12:0-20:0
vX5ma5Nwrzqwdz949AmVVg,11:0-23:0,11:0-23:0,11:0-23:0,11:0-0:0,11:0-2:0,11:0-2:0,11:0-23:0
h_hg33vb0OsWsE6T1SHAgw,10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:0
ebVPLAeD7FZ2VzY5ryOCxw,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0
1PQzTopufAMDpx0HHBFeRA,0:0-0:0,11:30-22:0,11:30-23:0,11:30-0:30,11:30-1:0,12:0-1:0,14:0-22:0
NDs6xlZesy9xZFt2Lio6XQ,7:0-21:0,7:0-21:0,7:0-21:0,7:0-21:0,7:0-21:0,7:0-20:0,7:0-20:0
uz_pOxt-IForHNBcwUscJw,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
-1m9o3vGRA8IBPNvNqKLmA,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-23:0,17:0-23:0,17:0-22:0
D74O-i-iEWo-e5BpwFMcUA,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
LFGkW2ql8sI3sRH_eI9ZqQ,17:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,13:0-22:0,13:0-21:0
Sm2k1ijcnK17Ro5paN2_qQ,10:0-23:0,10:0-23:0,10:0-23:0,10:0-23:0,10:0-23:0,10:0-23:0,10:0-23:0
bLIcSIyyAuLTIBIQKRyQUw,8:0-16:0,8:0-16:0,8:0-16:0,8:0-16:0,8:0-16:0,8:0-16:0,8:0-16:0
K0Odlnc5zKdDPwHwvQvEAA,10:0-0:0,10:0-0:0,10:0-0:0,10:0-0:0,10:0-2:0,10:0-2:0,10:0-0:0
spCzs32TMQpRCJbJfArZng,9:30-20:30,9:30-20:30,9:30-20:30,9:30-20:30,9:30-20:30,9:30-20:30,9:30-19:30
57ZBrOAR-KrfMMaHK0tcew,10:30-1:0,10:30-1:0,10:30-1:0,10:30-1:0,10:30-1:0,10:30-1:0,10:30-1:0
SnsZFsVf1tQvBCPmhe8gGw,0:0-0:0,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0,16:0-21:0,16:0-21:0
Kxop0nGA-BUrwYD4EGhyPA,0:0-23:0,11:15-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0
SwR7N8LjiSb0d4GWCCIKdA,9:0-23:0,9:0-23:0,9:0-23:0,9:0-23:0,9:0-23:0,9:0-23:0,9:0-23:0
ySkrz264l39YRcZ2-48C1g,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0
jqp--3Unhkr0a5_ofPWLEw,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:30,11:30-23:0,12:0-23:0,12:0-22:0
EQG4csNQlVxNL3t3rK8wRA,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0
x8Sp-h-oR5WdzoG5WEsHnQ,10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:0
ngdC2c9FFkyepjqJRRcLXw,0:0-0:0,11:0-23:0,11:0-23:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0
J71vY4KgLxv06FGvcJvt2A,12:0-23:0,12:0-23:0,12:0-23:0,12:0-23:0,12:0-0:0,12:0-0:0,12:0-23:0
blGpsdNSyzIjfzLYILuZmQ,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0
lkq6i2x3vUsR7ZNrIFqoIw,14:0-0:0,14:0-0:0,14:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0
D9r7Ct5KMMsUppCyvvguwA,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0
6NffysI3E7L4kr71dxInIg,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,12:0-21:0,12:0-21:0
8SwMaPL6AJIs1ZPSZ3NJ4w,17:0-22:0,12:0-23:0,12:0-23:0,12:0-23:0,12:0-23:0,12:0-22:0,17:0-22:0
VutzmcU-hZt_WfgMkEuiFA,11:30-21:0,11:30-21:0,11:30-21:0,11:30-21:0,11:30-22:0,11:30-22:0,11:30-21:0
9sTVmRoNEp5qbKkrdzEW8w,8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0,11:0-16:0
kXl44keW3wZaJpjEqHk30g,6:0-22:0,6:0-22:0,6:0-22:0,6:0-22:0,6:0-23:0,6:0-23:0,7:0-22:0
hDL3Q-GNQlOuE04_zWEMJA,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0
Qy_tDaVTWlS14fEglzo1Tg,6:0-20:0,6:0-20:0,6:0-17:0,6:0-20:0,6:0-20:0,7:0-20:0,7:0-16:0
MxiIRbKhCgT9Dz0hXg92vw,12:0-1:0,12:0-1:0,12:0-1:0,12:0-2:0,12:0-2:0,12:0-2:0,12:0-1:0
3QRdvd5F6rnKzLLb1mIg6Q,11:0-3:0,11:0-3:0,11:0-3:0,11:0-3:0,11:0-4:15,11:0-4:15,11:0-3:0
YyxB3K1ORzc7ChMKgyxm9Q,7:0-21:0,7:0-21:0,7:0-21:0,7:0-21:0,7:0-21:0,8:0-21:0,8:0-21:0
hgQOESYp7CF4LnNI90XEiw,11:0-17:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-17:0
k-dDZvTeLysoJvjHI-qr9g,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
OlBFLXVJfze2ZZA4UUBS0g,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,9:30-18:0,12:0-17:0
7sPNbCx7vGAaH7SbNPZ6oA,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0
