restaurant_id,nom,ville,moyenne_etoiles,zone,ferme
SAgIMviDgYVUrKCx0IQwXA,Taka Grill and Cafe,Phoenix,3.5,85042,1
a2fqQVxtFGc-bjKQ3BXItA,Dan Marino's Fine Food & Spirits,Las Vegas,3.0,89109,1
kihL3ob1VOlAaGNeJ0fClw,Mama Cimino's,Las Vegas,2.5,89123,1
hPtLBHnfTjIefcnwZh48jA,Joe's Crab Shack,Las Vegas,3.5,89014,1
yB6EN23QuMuzHyobJ6pBbg,Taco Bell,Toronto,2.5,M4Y,1
0lxyY2bwmpde2QHcnh8fZQ,Sahara Buffet,Las Vegas,2.0,89136,1
MInyfmBxVMieJPfMLbvP1g,The Commodore,Toronto,4.5,M6K,1
f_ODjmy-gv0VfGFFAq0mKQ,Carl's Jr,Las Vegas,3.0,89119,1
IKmJzb67sLsaKa8PnCdl1w,Arby's Roast Beef Sandwich Restaurants,Las Vegas,2.0,89146,1
fDpiXePaeKqbOfoxXxUKyw,Bangkok 9,Las Vegas,2.5,89108,1
310Eyru1zsZ9K7BA-bgPQw,1900 Asian Cuisine,Las Vegas,3.5,89146,1
zdgCHBcjb45p8N6k2x8kwQ,Wild Ginger Asian Fusion,Toronto,2.5,M5B,1
Y4nw_rZUPGw-aRdx6kv4kA,Boardhouse Serious Sandwich,Las Vegas,3.0,89109,1
smdGDx5PS2Nt67FXYAQSUA,Little Caesars,Phoenix,3.0,85032,1
wf-Uj0LIfPhVSbxlmPcUqw,Cafe Heidelberg German Market & Restaurant,Las Vegas,3.5,89104,1
CIu7ybFJhERiWzugrkPb8g,The Grill At Valentino,Las Vegas,4.0,89109,1
FHcYehsC09G-0HPo2-yj-Q,Royal Kabob Restaurant,Las Vegas,2.5,89134,1
KPfZzVRrJim0wooCLF3r1w,Da Nang Village Restaurant,Toronto,4.0,M6N,1
TYHklMdUVKhZD4dkCfn2tA,Little Shmiddy's Hot Meat House,Toronto,4.5,M4X,1
eViin_sKOZiPYiUNH3gngg,Skylark Restaurant,Toronto,2.5,M4L,1
m-tOkwXdW0r4u_NG8w_ZXA,Lucky Cafe,Las Vegas,4.0,89102,1
fKAYcxoqblhyUIm7GTQMCA,Original Pancake House,Las Vegas,4.0,89129,1
hx3tN7p4OC_apCEohO6-fQ,Naco Gallery Caf̩,Toronto,4.5,M6K,1
LwQB9H3jZ9wTk24Lr-AnZQ,Spago by Wolfgang Puck,Las Vegas,4.0,89109,1
XVj_qD6hz4OJprt1bOAjWA,Burger Betty's,Phoenix,2.5,85014,1
HBZd08iiOuIdZHyt4mRSSQ,Town Talk II,Phoenix,4.0,85015,1
SXAXzOwp0I2wiA1V3iMtbg,Red Mango,Toronto,3.5,M3B,1
OY2B-RrWWc_5WEz2Ba19HA,Hugh's Room,Toronto,3.0,M6R,1
NFOj3uboFzeNF5X-dWUd_w,Ming's Table,Las Vegas,2.5,89109,1
U8ixm-xr4QLjyD5L38ooAA,Big Fat Burrito,Toronto,3.0,M5S,1
RpcERS2lOcIjlGWvn9vJtA,The Construction Site,Toronto,3.5,M4S,1
S4ZfnsNo-Iim82uamtxKog,Shanghai Cowgirl,Toronto,3.0,M5V,1
x92zW5kEvGajc72sPYEBqg,Cafe Iris,Toronto,3.5,M5R,1
hJgAUo66s6v0ndqeMdW2mw,Camus,Phoenix,4.5,85013,1
64ZUb-llBHrnOcN_o1wA_A,Ginger,Toronto,3.5,M5A,1
XpzJ4BX0ZgGBxCua7hHy1A,So We Meat Again,Phoenix,4.0,85006,1
u4ihxqmtr1X230QA9ElJgg,My Mom's Thai Kitchen,Phoenix,3.5,85003,1
XmBsvLh_4a7K6CgAfougMw,Shiro Japanese Restaurant,Phoenix,4.0,85028,1
aHpsw58YOeHnoQt8Vn5O2w,Espresso King Kafe 2,Las Vegas,3.0,89106,1
02zH3RnRvBWfMoBUqtzfsg,Yo Mama's Good Cook'n,Phoenix,3.0,85040,1
nbVtxapTeq5HELUeNRgc6w,Szechuan Express,Las Vegas,4.0,89102,1
tRYeAFJOwnDbSMWyXKkRnw,Wicked Bakery,Phoenix,4.0,85037,1
Q8kpdYu_CO6FNP0brTz98w,My Little Dumplings,Toronto,5.0,M4L,1
uKsOd2O_VoFvmYop0ryYcQ,Moe's Southwest Grill,Las Vegas,2.0,89118,1
_auK-UNLBIxhWLRIviLiEg,Mama's Pizza,Toronto,3.0,M4N,1
IGePH01LGmub7Au3V-aeuQ,Louisiana Krispy's Chicken,Toronto,1.0,M1T,1
XRYBvFFBNOUZT5NFqyS53g,Easy Time BBQ,Las Vegas,4.0,89146,1
6tR7FLJkwlDspVxsfrMulQ,32nd Cafe,Phoenix,4.5,85008,1
Gn06kr2XLQo_sIxzGkjIGg,Rolberto's Taco Shop,Phoenix,3.0,85032,1
Ir_g86baDH8Xpzuuf5aC2w,Table Top Grill And Sushi,Phoenix,4.0,85019,1
VM8LZTKqtprMEs0h3CDOXA,Big Al's Flyin' Phillys,Toronto,3.5,M5T,1
C47xNSByH-2k7WbX9Yx6kw,Sushic,Las Vegas,4.0,89154,1
p0CsAuiW9KCW_ySDNNRW1w,Omonia Restaurant,Toronto,2.5,M4K,1
EluIN94_26TTrTdtGI2aBQ,Pizza Thick,Toronto,4.0,M4M,1
IYeVJn_RUfyjxfRpD7QzMw,Sugo Trattoria,Toronto,2.5,M4Y,1
U8rsbHtpV60h8USOL-kaLg,Louis's Las Vegas,Las Vegas,4.5,89119,1
ABtCLFoIEH26T2Ij-FQjag,Roly's Bakery,Las Vegas,3.5,89119,1
xDj6VQrMtbKrz8NSkJv_XA,Waffle Bar @ Venitian,Las Vegas,4.0,89109,1
f5IN-6LowoYpxDeQwb0dow,Church's Chicken,Las Vegas,2.0,89104,1
pRlO48w4GkWEPEYIH2tHsw,Mimi's Cafe,Las Vegas,3.0,89113,1
zs682_KLZ6bwPEgk0OvAyA,BruDa,Toronto,3.0,M6G,1
Uw-kIS3HTuAohfg0edQZ3Q,Joy Bistro,Toronto,3.0,M4M,1
uJTG4mzj2IY0lgNrHJUXXA,Chipotle Mexican Grill,Toronto,3.5,M5S,1
PeLzCf2_GZlNZns2PLBueA,Wok My World,Las Vegas,3.5,89121,1
LcvYvogGv-VBZvV57HhY5Q,Mnandi Pies,Toronto,3.5,M5T,1
ONFRwi5zzcqDkFKkbF1Fgg,La Madonna,Las Vegas,3.5,89148,1
qRwkGEVwxrqL92rQAAlt8Q,Yeh,Toronto,4.5,M4G,1
aObwBM6rLOd9gbj36ghwzA,Yung Sing Pastry Shop,Toronto,4.0,M5T,1
9pWzjhdrPgsZEmF7-QOaIQ,Tacos 101,Toronto,4.0,M5B,1
3n86SpBQ0COOW_2sDRStoQ,Cheddatruck,Phoenix,3.5,85014,1
4enw_5SjmPuVpxg8MhbPBw,Taco Del Mar,Toronto,2.5,M4W,1
N5ODTHBMLxTYZndi-ftTFg,Bero restaurant,Toronto,4.5,M4M,1
jUnS8REftaFlO9hPdHS1ug,All Star Donuts,Las Vegas,3.5,89104,1
HV2vPReKp0n0E6zgjsu4Mg,Garnachas Mexican Street Food,Las Vegas,4.5,89102,1
l_aHtzAhgpG9h9tZdTEklg,CJ's Texas Barbeque,Las Vegas,3.0,89117,1
TDtrXAMabVffH1Yf-RLpnQ,Jimmy V's Subs and wings,Phoenix,4.5,85032,1
xS23bEVhZ0u8BBh1V-QeCQ,Tomi-Kro,Toronto,4.0,M4M,1
d-wvSnFt6JAZBzqMiGpvyQ,Sauce Pizza & Wine,Phoenix,4.0,85034,1
RS8bUYCttrW7__dy4tDMlg,i Bento,Toronto,4.5,M5T,1
54wCYFNFs1jh3mx6cS4sSg,Le Pain Quotidien,Toronto,2.5,M4W,1
_R76PYZqTRvw840SP6s5GA,Globe Cafe,Las Vegas,4.0,89123,1
d8LRNKz3_Cc5MlEQGWZ5Ag,Upper Crust,Toronto,3.0,M4M,1
wHpu1yWAs4LOWwzwkG8KXA,UMA Cafe,Toronto,3.0,M6K,1
Wwtm3govfxBQ040LKYQDeg,Lovejoys Kansas City Bar-B-Q,Phoenix,2.5,85022,1
v2p2jQ-FAse_FQI0LSh1pg,Pink Spot,Phoenix,4.0,85073,1
ucv_SCACwuW4wEOudO_xyg,Cugino's Pizzeria,Las Vegas,4.5,89108,1
iZJ5pdY558VodrEumGyVug,Nazareth Bar,Toronto,4.0,M6H,1
YEVN6-6z7PL5cDeWx9I8OQ,Pizza Fresh,Phoenix,3.5,85022,1
gKPGer8_b532vRzEjsXQxA,Strings Italian Cafe,Las Vegas,3.5,89119,1
X1Y2II3AYdoxa70nTTfUPQ,Fresh Grill & Bar,Las Vegas,3.5,89109,1
lPaMg95YRXAqiKMsfXsuEA,Carpano,Toronto,3.5,M6G,1
_-mGxo3NxooLN7DQWlvTYA,Fiesta India,Toronto,2.5,M5T,1
Y3zHWwGWjkdbCPGR7pF6tQ,The Corktown Kitchen,Toronto,4.0,M5A,1
zjZbVmI5FGQflHL6rRMxoA,Corned Beef House,Toronto,4.0,M5H,1
TXCARn0fvOFoydARXEeaJg,Pawn Donut and Coffee,Las Vegas,4.0,89101,1
d0hNEjOl56Q8NNnYmdBLQA,Real Thailand Restaurant,Toronto,3.5,M5S,1
oYWixgv1kiPV1j02TYzaPA,Mix Zone Cafe,Las Vegas,3.0,89102,1
m3A-UM3XRo8Jql7Sq8Vhow,Tilt,Toronto,4.5,M5S,1
XbAxJ1aisp-Br4wgrP2eXQ,Retro Burger,Toronto,4.0,M1K,1
Qlyo-9TXmyRgXolptGGM2Q,Sammy's Student Exchange,Toronto,3.5,M5S,1
hKGP7pJgr-ylL6tSPl8cJQ,La Prep,Toronto,3.5,M8X,1
QPQURPon-Pk8bEJHSGSJFQ,San Francisco Shrimp Bar and Deli,Las Vegas,4.0,89136,1
-Uix-n4Jqo4W7ERagC5qAA,"Wok & Roll ""TAPSILOGAN""",Las Vegas,4.0,89103,1
t2XW4Kav5V1L7tFR6SXQcg,Sushi 4 U,Toronto,2.5,M8V,1
ZfBKZPd2rdpW19m91YnHXw,Broadway Pizzeria,Las Vegas,4.5,89117,1
qmh6zxtJ8C8-YiUPv7ySlw,Daniel Boulud Brasserie,Las Vegas,4.0,89136,1
fwMtJhalUmtBZt_K7pzilA,Extreme Burgers,Toronto,4.0,M4K,1
1C7mPT-9mFihyZq8-qLxgw,Ichi Ban Japanese Restaurant & Sushi,Phoenix,3.0,85004,1
-0aIra_B6iALlfqAriBSYA,Tea2go,Phoenix,4.5,85054,1
wO_mCbiatcDhjWzsF19GvA,Bar Maximus,Phoenix,3.5,85003,1
1wBKFqiR3vN4-6lmwBGXAQ,DJ's Fish and Chips,Phoenix,4.0,85041,1
2b6wzKSliV3hsRkNpHtQOg,Thai Everest,Toronto,2.5,M1R,1
FMOtcUcyMj4gaLiI6CdjVw,Tropical Smoothie Cafe,Phoenix,3.0,85064,1
khw9md3qjzxLPR938NZu5g,Foxxy Lady's Let's Party Cupcakes,Las Vegas,3.5,89120,1
2LL-pWxdM_rvnaIpNxezsQ,Slidin' Thru HQ,Las Vegas,4.5,89119,1
-G7bby_wc7qEKTV31ufDcA,Famous Laffa,Toronto,4.0,M3J,1
DnjcJblNc5MxwmGNQBg03Q,The Mumbai House,Toronto,2.5,M4L,1
UrOFpcqH8Lixb2hpeJlX2Q,The Signature Kitchen,Toronto,4.0,M4J,1
RslaL6v-H9e3o2R-WrJKpA,Nour Deli And Bakery,Las Vegas,4.0,89123,1
laSyDWzuKb1wo1XWFEUsWQ,Goodfellas Bar & Restaurant,Las Vegas,2.5,89128,1
NvE6OTb24XUIaL33xWGu4Q,Ask Bryan Realty Group - Keller Williams Realty Phoenix,Phoenix,3.5,85016,1
ni4ppUp4oHq-OSSCgUIGiA,barMASA,Las Vegas,3.0,89109,1
ViF5Kd7pBF1JJhlvEy1kpA,Jannat Indian Cuisine,Las Vegas,4.0,89103,1
ze-xCiBLB-QSfNXHiPY5Qw,L's Chinese Eatery,Toronto,4.0,M1R,1
etp05l7Tfewp8AOneTcLYg,70 Down,Toronto,1.5,M5R,1
kKC7UTcHZM3zLfT97x3msg,Frank's Kitchen,Toronto,4.5,M6G,1
QTH_XGh4rWYdd0fTW-tUDw,Baja Fresh Mexican Grill,Las Vegas,3.5,89103,1
laH5gNcV5N-3zHuQu-GEBg,Blue Saguaro Cafe,Phoenix,3.5,85020,1
lweobd-AOEP1lYNTfhuHhQ,Caf̩ de Cebu,Las Vegas,4.0,89103,1
O7godQv-9pyQJ2JvCMiQjw,Tokyo Peking Asian Restaurant,Las Vegas,4.0,89183,1
deD6apEOWlYpqxNcdhkmKA,Aromi d' Italia,Las Vegas,2.5,89109,1
6B-sZzuNYnVz5sk2c4EfHA,Stacy's Pampered Pig,Phoenix,3.5,85013,1
5nvOrdr-1Du_PvCwaPpmXQ,The Hatrack Pub,Phoenix,3.0,85041,1
hRHnzrGCVsHItdSsapkyYg,Koza Kebab & Grill House,Toronto,4.5,M2M,1
GtHu9uGXpn7Jg_Z7vFKZKw,Meatball Spot,Las Vegas,3.5,89109,1
PXS-ptzCqz26yG-mfqUWGA,India Masala,Las Vegas,3.5,89109,1
xGHm4DZdVjo-fLO0EkRXvQ,The Real Jerk,Toronto,4.0,M4M,1
SN0-O-CuIsyZf3LGZVEUAw,The Sushi Bar,Toronto,4.0,M4N,1
5TTeEwec8rsUozt02cRmJQ,Wanda's Belgian Waffles,Toronto,2.5,M4Y,1
JTFFtWy_chbsHTs95yD_2Q,Cafe Bellagio,Las Vegas,3.5,89109,1
Ig-ecmGaE1-0AAGut70xTg,Barefoot Bar and Grill,Las Vegas,3.5,89120,1
IoxLILBKAajE9kY5j8F72g,Tavolino,Toronto,3.5,M5V,1
ptO-2UMzCfzBqHcV0Fwf8g,Le Gourmand,Toronto,3.5,M4W,1
f_GEK6ol3g5Lrd7kvHuOuw,D'vine Gelato Lounge and Coffee Bar,Toronto,2.5,M4E,1
fwXKszT6j_f6pf0tp3MHLw,Patisserie Royale,Toronto,5.0,M1R,1
OK_djnmJWmK4G3NMAjGGjg,Boreal Gelato Caf̩,Toronto,4.0,M6K,1
7_mNtOk00fmUKfxqZzqDJQ,Jumbo Burrito Plus,Toronto,3.0,M8V,1
4SfADHMfFDiiXesW84-v6Q,Hot and Spicy,Toronto,2.5,M5V,1
9Z03sjpsyM4aiSSk_yiwNA,Hard Rock Cafe,Toronto,4.5,M5V,1
vjLgZg0DH_9xwcujFNb0pA,BJ's Buffet,Las Vegas,1.5,89103,1
pIeCFuUn7NWay1Ti0JzHtw,Frenchys Caribbean Dogs,Phoenix,5.0,85004,1
UdkQieTHE7zSFvzJkzzEcA,Meatballz,Phoenix,2.5,85054,1
Q3BUdZTMw8KRd-3QYtTyAg,Jetsun's Juicy Burger,Toronto,2.5,M2N,1
MpvvsMZOjMME6aMDCnMjQw,Jackson's On 3rd,Phoenix,2.0,85004,1
eU_XJ4uNAlRoH4tNfWtz9g,Tony's Mexican Food,Las Vegas,4.0,89107,1
lgk35ph2wALNbHYFDAiV-g,Ali Baba's,Toronto,2.0,M5V,1
6y-z_jGX7PCUubMPFDbxVA,Lime Leaf,Toronto,3.0,M4A,1
V_TxEdzeEs8P5nGPANOY7A,High Roller Pizzeria,Las Vegas,3.5,89123,1
OPxWcHK96_cbmiF7legDnA,McCormick & Schmick's Seafood & Steaks,Las Vegas,3.5,89169,1
otsjAjxf0PNQ99xcmuj_LA,Sushi Making For the Soul,Toronto,4.5,M5T,1
f_E7mOwfpujpndlnX8-O8A,ZK Grill,Phoenix,3.5,85016,1
WxhdN7jcwZEZ4TDBm554tw,Sammy's BBQ & Deli,Toronto,2.0,M5R,1
tO5Ssb7-hnas2fQQ5bt9IA,New Thai Food,Toronto,3.0,M5T,1
o0Sf-45xsWv3odbEC1XMbg,Pho House,Phoenix,3.0,85008,1
8JvuhiQWoMJVDVuTtvOnPA,Tacos and Tequila Cantina,Phoenix,4.0,85017,1
sSbhLkw1B58zLeUtv5lpaQ,Cilantros True Mexican Cuisine,Las Vegas,4.0,89102,1
vj9sfEtL_NcYeFmMz-q1Zw,Pretty Girls Maid Cafe,Las Vegas,3.0,89102,1
5ZQmIhBVOelUScK9UbSUqA,Pizza Hut,Toronto,2.5,M5A,1
m38PfxkTGgINuArSTX16iQ,Curry & Co,Toronto,4.0,M5B,1
GWNmYFQw3WitfTPt5uGMvQ,Beijing Chinese Cuisine,Las Vegas,3.5,89123,1
rC3R1xtjJly5X1-aGeHD5g,The Bamboo Club,Phoenix,3.0,85050,1
rCJ6qFo_liwGPzbupkLhhQ,La Pi̱ata,Phoenix,4.0,85015,1
GGxRuRw6Xo1Yb4JkgJP_rw,Wild Wing,Toronto,3.0,M6G,1
HTZ5flpShCjnNA5XdtAVhQ,Chili Verde's,Phoenix,2.5,85013,1
Ae5S7cr7TlRUMLOa6E6f0A,Los Compadres Mexican Food,Phoenix,3.5,85013,1
QyfX-6jFfINH1MuXS8R6ZA,Abacus Inn Chinese Restaurant,Phoenix,3.0,85044,1
tvlHgHfBsmmNFbnFE06sgA,Sonic Drive-In,Phoenix,4.0,85015,1
cVlW0omVTRaVJqnT-OBBsQ,Piola,Toronto,3.5,M6J,1
jq1cO9G62R-CaL6Jq0BcCg,Swiss Chalet Rotisserie & Grill,Toronto,4.0,M9M,1
JNG9jHOlE4Ilv02Tnlh7YA,Cafe Rio,Phoenix,4.0,85044,1
NYj4iiRyQulshoafgujiSQ,New Bilan Restaurant,Toronto,4.5,M5A,1
dtVXEl_dASB1kn2erejiCw,Pho Thien Huong,Las Vegas,4.0,89146,1
TuA6RNMVHAlqyOKDrgaKPw,Commander's Palace,Las Vegas,5.0,89109,1
SZmei3pS7PxeIiPCQ5n3HQ,Honmachi,Las Vegas,3.0,89183,1
J0PP9Yfzzw4-WyiZQ0JTwA,Arepa Xpress,Las Vegas,5.0,89146,1
6CPdIWgbsyd0yX_QSInURw,The Place,Phoenix,3.5,85051,1
fwuWrhPXTrEh1qHWoi_xSw,The Little House Kebobs,Toronto,4.5,M5B,1
LsWhNrXNB0ADpwivs_TPdA,Zhao Hot Pot Shanxi Gourmet Las Vegas,Las Vegas,3.5,89146,1
oei8S1ByjcxKvdQkSKL_cw,Amore Fine Foods,Toronto,5.0,M6G,1
UEMChvOORAC-CWTzyTek8w,Sweets From The Earth,Toronto,4.0,M6N,1
BSbKXrd41LiCmZ_fEMwrOw,Fix8 Fitness Cafe,Las Vegas,4.0,89121,1
u5xy3VHIry2LZ9q9Co-KLA,China Garden Restaurant,Phoenix,3.5,85023,1
SnMUTGhY2nW2Ldb0QJAjAg,The SLS Buffet,Las Vegas,3.5,89109,1
mic2Qh5eWrp6ppDwTE6cLQ,The Notorious P I G,Phoenix,2.5,85032,1
aTvzqD5Kot4vp3vOnDyrTw,Messini Authentic Gyros Yonge Eglinton,Toronto,3.5,M4R,1
1y55p5EUl23naNsoC0clvg,Gino's Pizza,Toronto,2.0,M6J,1
KRaxPApQv43oX6Dcv3jKQA,Beach Caf̩,Las Vegas,3.0,89109,1
33IS-0QBNwRC8cXnHABpbg,Bent,Toronto,3.5,M6J,1
laGCcj3wFTYrIpE5GH7T0g,Burrito Boyz,Toronto,4.0,M5V,1
w3JBz9gLbZ0CKWQM07nONw,Bill Johnson's Big Apple Restaurants,Phoenix,3.0,85008,1
UfSwz2LHiVu0K6CJJ6-2gg,Mia Bella Cafe,Las Vegas,3.5,89118,1
Y1LB0uDuJQ1jP5usRdsZZg,Japanese Cuisine By Omae,Las Vegas,4.5,89103,1
bz07FlaDmxHV9ER-cF6XuA,Platito Filipino Soul Food,Toronto,3.5,M5T,1
_7kVnn5_19ckuFPS9PCrpQ,Elevation Burger,Las Vegas,3.5,89148,1
vclxHtRUZja24QFmsXdKTg,Press Italian Street Food,Phoenix,4.0,85008,1
QGUeajuwtOSegh7JbrbuXA,Church Aperitivo Bar,Toronto,3.5,M6J,1
YicI6Q2bPIEHoOD3iA4-XA,JAMcaf̩,Toronto,4.0,M5A,1
d47eKkCx3y3N2Eqtzmuc8A,Fast Eddie's Diner,Phoenix,3.5,85051,1
5A1N5f6geb_lm79JTysbCw,Tiffany Cafe,Toronto,3.5,M4Y,1
n5boo_3RYE20wWnvH8EQ1A,Island of Tinos,Toronto,4.0,M4E,1
oRPRTwka9rWSxPqmTi4VMA,American Grill,Las Vegas,2.5,89123,1
zwmKWhyyV-zejEUbQzBtHw,A & K Chinese Restaurant,Las Vegas,4.5,89146,1
ZBFfY_WLbp19sADTZ_LRMg,Mad Mexican,Toronto,4.0,M6S,1
x3XmzWJUMEPLAvugNqIYQA,Paul & Sandy's Real Barbecue Co,Toronto,4.0,M9A,1
nl9obkTn1W9-NzjGCEMbPA,Streets of New York,Phoenix,3.0,85019,1
pooAgpZJn79L7JTgcK-o-Q,LJ Filipino Restaurant and Pub,Las Vegas,3.0,89123,1
FoYmJzg64zEhCRNdjCyQLw,Sweetpepper,Toronto,3.0,M5S,1
JWGY2jP95A_AbmdSs6U28Q,Roll & Roll,Toronto,5.0,M4S,1
huRIahYEWMwstF-PbFA3hw,Golden Elephant,Toronto,3.0,M1V,1
IYO3ngRTiHyvVyMdzyb26A,Zorba's Home-Made Greek Food,Toronto,3.5,M4J,1
vcVsK2qq743JzJ67abICDg,Appetite Xpress,Phoenix,4.0,85013,1
5K1MooOvs4A9VXnykGP3UA,Stock Restaurant Bar & Lounge,Toronto,3.5,M5H,1
pCunE3wX3W7LUQHcr17Hxw,The Ainsworth,Las Vegas,2.5,89169,1
rAVE9TFlvWqaxi4JU6susw,Village of Punjab: Sweet and Restaurant,Toronto,2.0,M1P,1
q7iF6omNtpaeBXZscLuBxQ,Vega's Cafe,Las Vegas,4.0,89130,1
4V_EncSagOpI_0IuS7vURw,Long John Silver's,Las Vegas,2.5,89102,1
qugoB-fIL2KxKLg2k2Aunw,Paul.S Churrasco,Toronto,3.5,M6H,1
QAXFkN4iDiC1HUrkOiAAKA,Buffalo's Pizza,Las Vegas,1.5,89147,1
2nW_hHaOt0DpsL1lPpuMXA,Sugar N Spice Cafe,Toronto,3.5,M6A,1
4FC_tTgynakPLLngLkvRSw,Johnny Rockets,Las Vegas,2.5,89109,1
_rxm3RZlb0reZDzCkKltow,Blue Sage,Phoenix,3.5,85073,1
3RiFtEJ6AAvS0x_z38HChw,Pita Pit,Las Vegas,4.0,89119,1
THfsY3HTXVVU4NnyK4jvaA,Mr. Ribs & Mrs. Rice,Las Vegas,4.5,89102,1
FYRVCh_ctzqY1Yj_6hDk7A,Mac Shack,Las Vegas,3.5,89117,1
Fy4AmYaVjiDJBa0-PtJwSQ,Carmella's Italian Kitchen and Bar,Phoenix,4.0,85032,1
8oNQ3pomHYT-BeWq_aSWPg,Tasty Asian Cuisine,Toronto,4.0,M4Y,1
Ang2kQwTBd9S4LrhAS2pCA,Mala Restaurant,Las Vegas,4.0,89103,1
csy-xJWM68SXabizUIhucA,Little Cleo's Seafood Legend,Phoenix,4.5,85014,1
n0yMrpye4tLpmaTSzXRGuw,Jimmy's NYC Pizzeria,Las Vegas,3.5,89123,1
BcNOsQA871J2xd5ZemS3WA,Yogoberri,Toronto,3.0,M2M,1
cRCYeQOWjveBc0-SHwXCPg,Pick Up Stix,Phoenix,2.5,85016,1
X6cRW_TVuYhhHx8eaIk8Sw,Pancho's Mexican Buffet,Phoenix,2.5,85014,1
prPOsr3aS9IStGdBil9l5A,Prima Pizza & Cafe,Las Vegas,3.5,89139,1
NqNbndCn38sDawA0dlpk7A,Burger King,Toronto,2.0,M5A,1
UNsvHecpu_sPBeQGFxSCUA,Monthathong Thai Restaurant,Las Vegas,4.5,89120,1
CeqWpwHBoaxwRcv5btnv6g,Custom Built Pizza,Las Vegas,4.5,89147,1
q_8XJkJ3U7-pRUU-Ga61uA,Bikkuri Japanese,Toronto,3.0,M5T,1
kYSWogqMiox_R_xib2U_Jg,Country Cafe,Las Vegas,3.0,89115,1
mbOkgswPkYbbIUflogSC9A,Nagoya Japanese Restaurant,Las Vegas,3.0,89148,1
KBN8wcnBr9KRB4TPa0unsQ,Black Forest Haus,Phoenix,3.0,85018,1
e5-fDENYpBTNwX6cHFS3Ag,Casa Maroc,Toronto,3.5,M5M,1
tpesKzKbcPFekdThYZ4UpA,Bar Italia,Toronto,3.0,M6G,1
VKSQmqWfEJF_mD_aivnv1w,Garden Gangsters,Toronto,3.0,M5E,1
PAmyAhNhGII0cfrn4BPOew,Angie's Soul Food Kitchen,Las Vegas,4.0,89169,1
flpTBKlqPEdyd7gLYurKgA,The Anne Boleyn,Toronto,4.0,M5V,1
JIG5xGUdWbaaPeo3MDonYg,Very Venice,Las Vegas,3.5,89109,1
FzY2g1J5IoMGmUDaw4ppFw,Tokyoto Sushi,Las Vegas,3.0,89145,1
wx_46jwjuX885DnQWyBCyg,The Park Restaurant & Bar,Las Vegas,4.0,89109,1
xs83mUKES48MPasGXwg-Rg,Famous BBQ Express,Toronto,4.0,M5V,1
Jk2XwkySutg0glHVcv1_Pw,CoR Tapas & Wine,Phoenix,4.0,85014,1
aYyaKWJVJaJ5QSYyRj600A,Keva Juice,Phoenix,3.0,85050,1
RsQdAT-eFwWpzy0t2SiReQ,Fiorella's,Phoenix,3.5,85310,1
2xESRiEdjlbRh_uO9LpAJw,Takumi Sushi Restaurant,Toronto,2.5,M4Y,1
4VXIS8vpNzEysXZVN5xGDA,Las Americas,Las Vegas,4.0,89104,1
1XeI5PX5RxvFlaAHBKRUYA,Bowl of Heaven,Las Vegas,4.0,89119,1
Ocquw2_SSDlqwoAhEVek0g,Taiwan Kitchen,Las Vegas,3.5,89146,1
oMcKvfNGX2HleFxYg1VGqg,Buonanotte,Toronto,2.5,M5V,1
o2TP-agarLsLTRXNeqFUeg,Star Anise,Toronto,3.0,M4W,1
kNzU-4X8JMRvFdBpRX5NRw,Parsa Persian Cuisine,Toronto,2.5,M2M,1
SLDnMBbWDge0g74BAy46xQ,Royal Meats BarBeque,Toronto,3.5,M5V,1
_3mq1ptgCIwzaIG_P7BV3Q,Weezie's,Toronto,4.0,M5A,1
rWxAgLSI0Sk1MCpQGd5HDQ,Ichiban Sushi,Toronto,4.0,M4E,1
03hgFWEcDg205hOCnswwiQ,RE Tapas,Las Vegas,3.5,89123,1
tA5mqEP68qjbTFK9c14D7A,Pot Tea Social House,Las Vegas,4.0,89139,1
ZDOsy_RDzSz_iEBMak1g8w,Tesla Cafe,Toronto,4.5,M6G,1
gZBhQmqZy9aIq3HID8Vjkw,Enoteca San Marco,Las Vegas,3.5,89109,1
8jj6dYkZtxTCsq_Y-C_DtQ,iCheese Pizza & Sub,Las Vegas,4.5,89119,1
sksJyRYw03EGzU7m7kN33w,Pook Ni Butchukoy,Toronto,3.5,M6K,1
V4E09shHwjNdiclExeiYLg,Tower Suite Cafe,Las Vegas,4.5,89109,1
g9iIBuh-g4ld3w3kUWLMqw,Radio City Pizzeria,Las Vegas,3.5,89101,1
cXjnotNqhUcAxoSIohPDxA,Slice of the Mediterranean,Toronto,3.5,M5G,1
KAmYlUNaGwEpEOLa1KJ33Q,La Tortotota,Phoenix,3.5,85032,1
B9E9X8mm_k2Ry-lHx9wEDw,Paradise Bakery,Phoenix,3.0,85028,1
zWgoKXfq75Zhm8qcu4xPNQ,Euro Bite,Toronto,4.5,M4X,1
5w6pNMlRCnFSgn--Wp2S9w,Dominion On Queen Restaurant Bar & Lounge,Toronto,3.0,M5A,1
KxUFP7K7t14XxFsB7gT3kw,A-Town Grill & Eatery,Phoenix,2.5,85048,1
QWrSZtFD8vRVeXZjInRZ9A,Villa Pizza,Las Vegas,2.0,89149,1
DF_w5Hwgi4bLgZH8_6F3cA,Banh Mi 24,Toronto,4.0,M1V,1
KQEuEJ80wwPqhRNSI3em4A,Kinnaree Thai,Toronto,3.5,M1R,1
